ProductName,Name,Rating,Comment
Glad2Glow Brightening Lip Serum,Adehani,5,selalu langganan pakai produk ini karna emang bagus dan wanginya enak banget barang sampai dengan aman dan tidak ada yang bocor tenkyu seller
Glad2Glow Brightening Lip Serum,P***m,5,"Manfaat produk: Untuk melembabkan bibir supaya bibir tidak kering Yaaa pokoknya produk nya sangat bagus sekali, saya sangat sukaa kalo di pake di bibir rasanya lembab bangett Pokoknya sukaa dehh🫰🏻"
Glad2Glow Brightening Lip Serum,K***h,5,Jenis kulit: Sedang Manfaat produk: Membuat bibir lembab dan gak bikin pecah-pecah sekaligus bikin bibir pink tambah pink Bahan: Teksturnya lembut dan kenyal Makasih pesanannya sudah sampai dengan aman dan nggak rusak sama sekali plus wanginya enak sekali dan membuat bibir saya pink alami😍😍😍😍😍😍😍💯💯💯💯💯💯💯💯💯💯💯💯💯
Glad2Glow Brightening Lip Serum,X***o,5,"wanginya enak, wrap teball dapet diskon banyakin diskon dong g2g, beli karna lucu doang sih 🤭 warnanya lbi keluar kalau 3 kli pencet, namanya lip serum jangan terlalu berharap yh, melembabkan juga okeee, varian ini ada hint ungu"" gitu besinya ngasih efek dingin, lumayan terbayarkan menunggunyaaaaaa"
Glad2Glow Brightening Lip Serum,T***a,5,"Paket sudah saya terima , akhirnya dateng juga 🥰gemes banget ,suka banget sama lip serum ini udah punya semua varian 😊bikin bibir aku lembab gak kering lagi dan ringan gak berat di bibir 🥰 next repeat order klo udah restock semua 😊sukses selalu untuk seller g2g 🥰🙏"
Glad2Glow Brightening Lip Serum,Adehani,5,"selalu langganan pakai produk ini karna emang bener bener bagus,rasanya lembut banget dibibir ,barang sampai dengan aman dan tidak ada yg bocor"
Glad2Glow Brightening Lip Serum,D***n,5,"Pengiriman cepet, pengemasan aman bgt brg terjaga bgt, terus juga brg dtg sesuai pesanan.. dann sumpah yaa ini enak bgt ke bibir jadi plumpy dan wangi berry sodanya fresh bgt enakk wangii😍"
Glad2Glow Brightening Lip Serum,Z***p,5,Packaging nya cakep poll wangi cery juga recommended buat semua kalangan inimah 😍 syukaa merah nya ga yang ngejreng banget pakai tipis² aja udah worth it ..
Glad2Glow Brightening Lip Serum,Adehani,5,selalu langganan pakai produk ini karna bener bener bagus warnanya juga banyak barang sampai dengan aman makasih seller
Glad2Glow Brightening Lip Serum,N***z,5,"Sukaaa bgttt lucuu gemass, trus bibir aku jadi ga pecah pecah lagi tahan lama juga lembabnya pokonya lucuuk"
Glad2Glow Brightening Lip Serum,Adehani,5,"selalu langganan pakai produk ini karna produk nya emang bener bener bagus, wanginya juga enak banget makasih seller sukses selalu"
Glad2Glow Brightening Lip Serum,D***n,5,"Bahan: Vit e Manfaat produk: Pelembab Jenis kulit: All skin Recommended seller amanah sesuai dengan keinginan, rasa buah berry Pertama kali coba, smg cocok sama bibir ku , terimakasih"
Glad2Glow Brightening Lip Serum,C***y,5,Bahan: Creamy Manfaat produk: Bikin lembab bibir jadi lembut Jenis kulit: Bibir kering semua jenis kulit
Glad2Glow Brightening Lip Serum,D***c,5,"Manfaat produk: Untuk melembabkan bibir yang kering, mengarahkan bibir yg gelap, Bahan: Lembut, juisy, mudah di keluarkan."
Glad2Glow Brightening Lip Serum,Adehani,5,selalu langganan pakai produk ini karna emang bener bener bagus dan murah sih menurutku barang sampai dengan aman kualitas oke banget dahhh
Glad2Glow Brightening Lip Serum,U***h,5,Lips serum dari glad2glow emang mantul saking jatuh cinta nya sama lip serum. Ini sy sampe co lgi Pdhl lip serum. Yg varian stobery nya baru nympe. Dpt diskon dan gratis ongkir pula Gimna gk co lgi dan. Lgi Mksih glad2glow buat promo. Nya Semoga semakin. Sukses Bahan: Jeli Manfaat produk: Melembabkan bibir Jenis kulit: Semua jenis
Glad2Glow Brightening Lip Serum,L***z,5,Manfaat produk: melembabkan bibir lucu banget! dan hasilnya jg bagus bgt pls di bibir ku yg two tone ini. kenapa lip serumnya secantik ini? 😠😠ga nyesel CO sih malah dpt diskon juga😭 aaaakkkk cintaa kalii💕💕💘
Glad2Glow Brightening Lip Serum,E***e,5,"Manfaat produk: Melembabkan bibir, mencerahkan bibir Wangi nya pengen di makan,enak bgt, Lucu bgt serum nya,dapet harga 30rb an"
Glad2Glow Brightening Lip Serum,X***q,5,"Bahan: Okke Manfaat produk: Melembabkan bibir Jenis kulit: Warm Cocok banget, warna nya pas dan nyaman"
Glad2Glow Brightening Lip Serum,D***o,5,bagus banget buat melembabkan bibir dan bikin bibir jadi pink🫶🏻✨
Glad2Glow Brightening Lip Serum,H***n,5,"Maaf baru kasih ulasan lip nya sangat bagus halus di bibir ,lembut jg . makasih Tik tok.pokok nya recommended binggit ."
Glad2Glow Brightening Lip Serum,E***g,5,Manfaat produk: Bermanfaat buat bibirku yg menghitam.. Karena bingung jd aku ambil 2 yg berbeda smoga keduanya cocok utk bibirku yah..
Glad2Glow Brightening Lip Serum,U***l,5,"CO 5des siang, smpe tgl 7 jam 11siang pake j&t Tulisannya PO, tp alhamdulillah cuma h+2 Pengemasan aman, barang sesuai Lumayan sii hasilnya keliatan warnanya, tp emg gaa kaya vt2 org yg review. Notbadd, tp lucuu modelnyaa"
Glad2Glow Brightening Lip Serum,Y***q,5,"lutcuu bangett pict, bagus juga buat bibirku yg agak gelap packaging nya juga lucuuu, pinkeu pinkeu😍💕"
Glad2Glow Brightening Lip Serum,L***f,5,"Bahan: Bagus Manfaat produk: Untuk bibir Jenis kulit: Kering Thankyou paketku sampai... dapet harga ambyrr ini... sering² adaa sale yah biar mampir ke toko ini lagi Semoga cocok, dan ada hasilnya ke bibirku"
Glad2Glow Brightening Lip Serum,W***b,5,Barang sampai dengan aman overall sih okey cuman di aku gelap tapi gtw juga sih apakah pemakaiannya harus tebal atau gimana.
Glad2Glow Brightening Lip Serum,X***d,5,Bahan: Gel Manfaat produk: Untuk bibir Jenis kulit: Normal Suka banget sama lipglos ini bikin bibir jadi plumpy
Glad2Glow Brightening Lip Serum,H***g,5,Udah di pake dan taraaa baguss bgt...harus peach seger lebab bagus pokoky...kemasan aman damai ada gantungan lucu..
Glad2Glow Brightening Lip Serum,G***g,5,"produk sampai dengan selamat, paketnya aman buble rap tebel aman kok produknya. warna yang saya pesan datang dengan sesuai, semoga tokonya selalu amanah terus."
Glad2Glow Brightening Lip Serum,A***p,5,"Cantik cantik imut bgt dan wangi nya enak, pengiriman sehari uda sampai, kemarin co pas di live nya sargio best harga nya"
Glad2Glow Brightening Lip Serum,G***g,5,Baguss banget pokoknya rekomendasi banget apalagi untuk bibir kering
Glad2Glow Brightening Lip Serum,G***e,5,Manfaat produk: mencerahkan bibir yang gelap lucuuukkkkkk bangett plissss😭 aku sampe co lagi biar punya semua shade nyaa... btw g2g emg se the best itu kalo ngeluarin produk baruuu.... thanks g2g aku sukakkkkk bangettt hihihi ☺️🥰
Glad2Glow Brightening Lip Serum,M***f,5,"Bahan: Glossy Manfaat produk: Melembabkan Jenis kulit: All skin Sangat memuaskan, harus buahnya kerasa"
Glad2Glow Brightening Lip Serum,Z***p,5,"Manfaat produk: MELEMBABKAN kalo dari rasa dan wangi, lebih enak yang chery siii, tapi kalo coverage warna yang ini lebih wowwwBAGUSS 22 NYAAA tp lbh enak yg cherry yg merah pekat"
Glad2Glow Brightening Lip Serum,Z***c,5,"Pengiriman lebih cepat diluar estimasi PO nya ternyata, packingn rapih aman, harga flashsale, produk sesuai dan cocok dipakai. Next order yg lebih merah gelap lg ahh very good lah"
Glad2Glow Brightening Lip Serum,W***u,5,"Bahan: Bagus bgt Manfaat produk: Melembabkan bibir Bagus bgt astaga mn imut bgt lgih ada mainan nya, sebenarnya mau beli karna ada mainannya,,, aku beli yg warna beryy syukaaaa bgt bagus wanginya juga seperti buah berry, pas diaplikasikan tuh rsnya pengen dimakan hahahha"
Glad2Glow Brightening Lip Serum,N***k,5,"Bahan: Kental Manfaat produk: Melembabkan,, mencerahkan jg Jenis kulit: Apa saja .suka sekali sama warnanya .. cantik merah merona"
Glad2Glow Brightening Lip Serum,G***m,5,"Manfaat produk: melembabkan bibir baru mau coba sih moga aja emng ngaruh bikin lembab dan cerah sehat juga di bibir, beli karna lucu packaging nya ada ganci nya comel bgt🥰🫶🏻✨ dapet harga 34k pula murah poll"
Glad2Glow Brightening Lip Serum,L***q,5,"Padahal PO 1 bulan katanya tp skrg udh nyampe kayak cm seminggu. Langsung di pake dan bener gabikin lengket, trus menyerap jd ga bikin kering bibir. Semoga bisa utk merapihkan bibir pecah"""
Glad2Glow Brightening Lip Serum,C***g,5,"Seneng banget karena paketnya Dateng tepat waktu di aku, padahal ada drama aku pindahin alamat, pokoknya j&t keren abisss, untuk barangnya bagus banget, lucuuuu polll, tekstur nya lembab, natural, pumply, kayaknya bakal beli lagi deh yang pink sama merahnya, nunggu restock niiii😌💓"
Glad2Glow Brightening Lip Serum,D***i,5,"Manfaat produk: Manfaat dari produk ini adalah untuk melembabkan bibir, dan memberikan sedikit warna untuk bibir. saya dapet harga 36k seneng banget, tinggal yang berry soda yang belum datang 🫰🏻"
Glad2Glow Brightening Lip Serum,Adehani,5,selalu langganan pakai produk ini karna emang bagus dan wanginya enak banget barang sampai dengan aman dan tidak ada yang bocor tenkyu seller
Glad2Glow Brightening Lip Serum,W***x,5,"Harganya murah cuman 33k terus wanginya enak banget sukaa dehh ngga bau, pengiriman juga cepet dan packingnganna tebel banget, jadi aman."
Glad2Glow Brightening Lip Serum,K***z,5,Bahan: Lembut Manfaat produk: Melembabkan bibir Jenis kulit: Kering
Glad2Glow Brightening Lip Serum,M***h,5,Bahan: Gel Manfaat produk: Untuk bibir Jenis kulit: Semua jenis kulit Suka banget sama produk ini
Glad2Glow Brightening Lip Serum,Q***e,5,"Manfaat produk: Melembabkan bibir Packing aman, bubblewrap tebal, Ok pkoknya"
Glad2Glow Brightening Lip Serum,M***b,5,"Sangat cocok dibibir aku, next coba warna berry deh"
Glad2Glow Brightening Lip Serum,Y***n,5,Bahan: sesuai Manfaat produk: mencerahkan bibir Jenis kulit: normal pls lucu bgtt woy pinkyy💞👀🤍
Glad2Glow Brightening Lip Serum,F***s,5,Pengirimannya cepat.. Packing rapi dan aman Suka bibir lembab gak kering.. Lucu ya ada gantungannya
Glad2Glow Brightening Lip Serum,N***w,5,"Barang Lipserum Glad2Glow Shade 03 Berry Soda, 1pcs.10ml. Pesanan saya sudah sampai kerumah kemaren-kemaren. Maaf Telat ngasih ulasan. Lipserum Glad2Glow Shade 03 Berry Soda sudah Gratis Gantungannya Sangat Suka Saya. Bagus dan memuaskan. Sesuai dengan pesanan saya. Packing barang Rapih. Terimakasih"
Glad2Glow Brightening Lip Serum,I***j,5,"Barang Lipserum Glad2Glow Shade 01 Strawberry Glaze, 1pcs.10ml. Pesanan saya sudah sampai kerumah kemaren-kemaren. Maaf Telat ngasih ulasan. Lipserum Glad2Glow Shade 01.Strawberry Glaze sudah Gratis Gantungannya Sangat Suka Saya. Bagus dan memuaskan. Sesuai dengan pesanan saya. Packing barang Rapih."
Glad2Glow Brightening Lip Serum,Y***g,5,Dapat di harga 34ribuan🥰smooth + wangi strawberry. Nyaman di bibir g lengket. Packaging ny ucul bangets💜
Glad2Glow Brightening Lip Serum,T***e,5,Bahan: Bagus Manfaat produk: Buat melembabkan bibir Jenis kulit: All Skins Alhamdulillah paketnya dah sampai dgn aman dan barangnya bagus banget saya suka lucu
Glad2Glow Brightening Lip Serum,Adehani,5,"selalu langganan pakai produk ini karna produk nya emang bener bener bagus, wanginya juga enak banget makasih seller sukses selalu"
Glad2Glow Brightening Lip Serum,R***t,5,"sesuai dan baik , tentunya dapat promo harga 35 an jadi kesempatan buat cobain , karena masalah bibir juga yg harus mengharuskan pake lip serum jadi aq percaya g2g ✨👍🏻"
Glad2Glow Brightening Lip Serum,Y***a,5,Bahan: baguss Manfaat produk: melembabkan bibir Jenis kulit: bibir kering sudah terpenuhi rasa penasaranku sama produk yang baru launching ini😍😍😍 bakalan masuk ke perfav-an lip serumku😫🫰🏻🫰🏻
Glad2Glow Brightening Lip Serum,Adehani,5,selalu langganan pakai produk ini karna emang bener bener bagus dan murah sih menurutku barang sampai dengan aman kualitas oke banget dahhh
Glad2Glow Brightening Lip Serum,Q***e,5,"Bahan: Lembut Manfaat produk: Melembabkan bibir Jenis kulit: Untk semua jenis kulit bibir Gak espek bgt, katanta p.o 7 hari. Perkirakan estimasi nyampe awal bulan depan. Tapi hari ini barang udah sampe,. Aku beli 2 dpt harga 96rban. Semoga cocok. Luv 🩷🩷🩷"
Glad2Glow Brightening Lip Serum,R***q,5,"Produk sampai dengan aman, Pesanan sesuai dan amanah Pertama kali coba, rasanya ada manis-manisnya Semoga bisa ngaruh ke bibir aku Terima kasih atas pelayanannya 😊"
Glad2Glow Brightening Lip Serum,Adehani,5,selalu langganan pakai produk ini karna emang bener bener bagus dan murah sih menurutku barang sampai dengan aman kualitas oke banget dahhh
Glad2Glow Brightening Lip Serum,Q***m,5,Akhirnya barang yg di tunggu dtg jga😍 suka bgt sama packaging nya lucu🤏 bagus jga buat melembabkan bibir aku🥰 dpt harga promo jga di 33k 😂
Glad2Glow Brightening Lip Serum,H***f,5,"Bagus, saya suka warna nya , teksturnya lembut dan glosy . Ringan lagi di bibir 💋"
Glad2Glow Brightening Lip Serum,Q***t,5,Bahan: Lembut dan wangi banget pls jadi pengen aku makannnnn Manfaat produk: Buat melembabkan bibir aku kalo keringgg
Glad2Glow Brightening Lip Serum,Y***r,5,"Paket datang cepat dalam keadaan yang baik, double protect meskipun ada packaging yg rusak bagian dalamnya. Of course flawless sih. Pas dicoba produknya nice, thakns G2G😊"
Glad2Glow Brightening Lip Serum,E***k,5,Bahan: - Manfaat produk: melembabkan Jenis kulit: bibir gelap. Pas sampai langsung di coba sumpah bagus banget enak bgt wangi nya rasanya juga
Glad2Glow Brightening Lip Serum,A***d,5,"Lip serum yg membantu merawat, melemparkan bibir, dab membuat warna bibir tampak lebih cerah."
Glad2Glow Brightening Lip Serum,M***l,5,"Manfaat produk: Membantu merawat, melembutkan bibir, dan membuat warna bibir dampak lebih cerah. Jenis kulit: Semua jenis kulit"
Glad2Glow Brightening Lip Serum,Y***o,5,Bagus anak nya suka Bahan: Lembut menyerap di bibir Manfaat produk: Bagus Jenis kulit: Cocok di kulit anak ku
Glad2Glow Brightening Lip Serum,L***q,5,"Lucu, bubble wrap nya tebel bgt baru nyampe bgt blm nyobain, semoga aja bagus d bibir"
Glad2Glow Brightening Lip Serum,W***a,5,uda sampe paketnya aman sesuai deskripsi dan estimasi suka banget 👍 Terimakasih TIK Tok Toko dan Abang kurirnya sukses selalu buat semua 🙏
Glad2Glow Brightening Lip Serum,K***b,5,barangnya sampai dengan keadaan aman dan tidak ada kerusakan terimakasih banyak untuk kurir dan seller nya🙏🏻🙏🏻
Glad2Glow Brightening Lip Serum,X***o,5,barangnya sampai dengan keadaan aman dan tidak ada kerusakan terimakasih banyak untuk kurir dan seller nya🙏🏻🙏🏻
Glad2Glow Brightening Lip Serum,S***d,5,Manfaat produk: Buat bibir ya kali buat Mata :v Jenis kulit: Apa aja boleh~🥰 Bahan: Lembut wangi🥰 Aaaa sekali beli 3x CO! Ini yg pertama
Glad2Glow Brightening Lip Serum,A***l,5,"Warna tipis, mungkin karena serum, dan cepat hilang"
Glad2Glow Brightening Lip Serum,R***l,5,Lucu banget suka banget sama produk ini Bahan: Bagus
Glad2Glow Brightening Lip Serum,Adehani,5,selalu langganna order disini karna barangnya ori 100% dan dikirim sesuai juga makasih seller
Glad2Glow Brightening Lip Serum,V***q,5,"Baru mau nyoba, semoga cocok biasanya. Biasanya pakai serumnya lumayan cocok. Kemarin dapet harga promo"
Glad2Glow Brightening Lip Serum,J***y,5,"sukak banget banget warna nya juga cantik banget, pengiriman nya juga cepat love dehh pokonya♥️♥️♥️"
Glad2Glow Brightening Lip Serum,V***z,5,Bahan: Sangat bagus suka banget produk dari G2G warna pink dan berinya bikin hati senang melihatnya. Manfaat produk: Melembabkan bibir dan cantik di aplikasikan di bibir. Jenis kulit: Kulit bibirku pucat saat sya pakai G2G lip serum sangat melembabkan di bibir.
Glad2Glow Brightening Lip Serum,B***g,5,"Aku sudah coba lip serum Glad2Glow varian Berry Soda, dan hasilnya bener-bener bikin puas!💖 Pertama, kemasannya lucu banget—warna pink, ada gantungan cherry, dan tampilannya gemes. Waktu dipakai, serumnya ringan, nggak lengket, dan langsung bikin bibir terasa lembap."
Glad2Glow Brightening Lip Serum,E***c,5,"Manfaat produk: baguss Bahan: baikkk, suka deh wangi, dan ga berat bagus buat ngelembapin bibir, warna nya cocok banget di akuuu, btw aku sawo mateng dan bibir hitam di pinggiran yaa, ini bagusss pliss sukaa"
Glad2Glow Brightening Lip Serum,R***h,5,"Kata ny PO tapi udh dtg,di keterangan PO 1bulan tapi hari ini dtg,trs di keterangan 10g ,tapi asli ny cuman 7g.haduhh untung produk kecintaan,wangi berry bgt beneran kaya buah asli,manis juga."
Glad2Glow Brightening Lip Serum,J***x,5,"Bahan: bagus Manfaat produk: bagus Jenis kulit: semua kulit lucu banget, ga lama PO nya, terus aman banget packing nya😋😍"
Glad2Glow Brightening Lip Serum,E***d,5,"Manfaat produk: melembabkan bibir Demi apasihh??? Aku dpt harga murce dong 😭😭😭 secinta ini sama produk g2g bagus bgttt woilah, lucuu pisan ceunah lip serumnya bakalan jdi fav ak si pengirimannya cepet bgtt wehhh next order lagi ya mksih reseller 🤗😘💞💞💞"
Glad2Glow Brightening Lip Serum,F***v,5,Manfaat produk: Melembabkan bibir Lucu banget sumpah dan ada wanginya😍😍 Aaaaaaaaa aku suka setelah sekian lama nunggunya 😌 terimakasih kak sudah datang dengan cepat waktu ❤️❤️
Glad2Glow Brightening Lip Serum,S***l,5,Bagus ringaaan di bibir manis juga ada rasa stobery nya puas dapet hrga 50rb
Glad2Glow Brightening Lip Serum,W***c,5,"Lucu ada gantungannya Ku pikir gantungannya terpisah Warna di bibirnya lucu bngt, hadil setiap orang beda-beda ya"
Glad2Glow Brightening Lip Serum,aya,5,"LUCUU BGT WOII PLS ?!! 😭😭🫰🏻 packagingnya bner’ gen Z bgt si , bru kli ini gue fomo ga nysel krna emg lipserumnya sebagus itu , ngelembapin nya bgus bgt than lama gtu lembabnya ga sementara trs wanginya enk bgt jg kya permen+ice cream gtu ih enk bgt pkonya ga nysel samsek beli ini meskipun PO 30hri woiilah jir sngatt’ worth it to buy ni g2g lipserum 😔😔💕"
Glad2Glow Brightening Lip Serum,G***f,5,Bahan: Lembut dan wangi Manfaat produk: Menghaluskan bibir Jenis kulit: Normal
Glad2Glow Brightening Lip Serum,S***a,5,"Warna cantik,bagus..tp ke aku sedikit berat Untuk lip serum,its ok... terimakasih"
Glad2Glow Brightening Lip Serum,H***q,5,"sudah sampai dan sesuai pesanan, pas udah di coba warnanya cantik bgttt dan wangiii"
Glad2Glow Brightening Lip Serum,S***m,5,Asli ini sih bagus dan cantik banget wangi jga enak di pake di bibirnya jga pokonya memuaskan deh😘😘
Glad2Glow Brightening Lip Serum,O***g,5,Bahan: Gel Manfaat produk: Melembabkan bibir dan mewarnai bibir Jenis kulit: Semua jenis kulit Alhamdulillah paket diterima dengan baik... Sangat suka sekali rasa anggur... Penjual ramah kurir amanah... Terima kasih...🥰
Glad2Glow Brightening Lip Serum,Q***t,5,"Bahan: Lembut.mudah""an cocok soalnya klo ganti lipstik bibir ku kadang suka ngelupas,wangi stroberi 🍓🍓"
Glad2Glow Brightening Lip Serum,H***n,5,"Alhamdulillah PO tapi sampai lumayan cepet kok, sesuai pesanan. Barang aman tidak ada cacat atau rusak sama sekali. Seneng banget dpt harga diskon masyaAllah tabarakallah🤭 Terimakasih G2G🩷"
Glad2Glow Brightening Lip Serum,D***e,5,Bagus bgt lip serumnya buat bibir lembab & cerah 🫶🏻 Dapat harga 32rb'an
Glad2Glow Brightening Lip Serum,V***v,5,Bagus bgt lip serumnya buat bibir lembab & cerah 🫶🏻 Dapat harga 32rb'an
Glad2Glow Brightening Lip Serum,P***m,5,"Suka sekali langsung ak coba,lembab tidak kering dibibir,bsk"" mau coba warna lain🫰🏻🫰🏻🫰🏻"
Glad2Glow Brightening Lip Serum,K***t,5,Alhamdulillah pket mendarat kemarin sore mksih ya.. Kakk ko manis sih rasa nya 😋 aku dpet harga 35rbu pas d buka wangi bnget leci ka mksih next beli varian yg lain hehe
Glad2Glow Brightening Lip Serum,P***d,5,"Bagus ,bibir jadi lembab Tapi dipake nggada warnany dibibir ya ,padahal pas diplotot warnany pink 💕 apa karna serum ya jadi gitu .wkwk"
Glad2Glow Brightening Lip Serum,Y***b,5,Bahan: Lembut Manfaat produk: Lembabkan bibir Jenis kulit: Apa aja cocok
Glad2Glow Brightening Lip Serum,G***h,5,Suka banget sama lip serumnya bener2 bibir bikin plumpy dan fresh.. top markotop. Sukses selalu kk 🥰
Glad2Glow Brightening Lip Serum,H***z,5,Bagus banget lucu nyaa.pengiriman nya juga cepet wangi berry bangt ih next order yg shade lain ah
Glad2Glow Brightening Lip Serum,H***a,5,Manfaat produk: Melembabkan bibir Bahan: 🤷🏻‍♀️ Aaaa gk nyesel beli g2g ini aku udh punya 2 suka bangetttt
Glad2Glow Brightening Lip Serum,J***a,5,"yaampun, ini bener bener sesuai ekspektasi banget. produknya dikemas dengan sangat baik dan tidak ada kecacatan sama sekali, gantungan nya juga lucuuuuuu 👀👀. makasiii g2g"
Glad2Glow Brightening Lip Serum,K***c,5,suka banget warnanya masukk ke undertone kulitku yg cooltone yaa🥰💕💕❤️❤️ pokonya kalo kalian suka lippies warna mauve ambil grapejelly jgn pe salah guyss🥰🥰
Glad2Glow Brightening Lip Serum,G***k,5,"Lucu kemasannya, ada rasanya dan aromanya 😊 bibir keliatan sehat bgt"
Glad2Glow Brightening Lip Serum,C***y,5,"Lucu kemasannya, ada rasanya dan aromanya 😊 bibir keliatan sehat bgt"
Glad2Glow Brightening Lip Serum,I***y,5,"lucu bgt plss sukaa bgt😭❤️❤️ warnanya juga lucu bgt aku beli yg warna barunya bener' suka warnanya terus ganchi nya lucu bgtt iih gemes, aku gantungin di tas sekolah lucuu😭❤️❤️🫰🫰"
Glad2Glow Brightening Lip Serum,W***p,5,Bahan: Lembut Manfaat produk: Mencerahkan kulit bibir Jenis kulit: Normal Lucu banget plis🥰🥰
Glad2Glow Brightening Lip Serum,V***m,5,"Bahan: Bagus Manfaat produk: Nanyak manfaatnya bibir jadi lembab, dan lembut Jenis kulit: Semua kulit"
Glad2Glow Brightening Lip Serum,K***e,5,Bahan: Kental Manfaat produk: Bagus buat bibir Jenis kulit: Lembut dibibir
Glad2Glow Brightening Lip Serum,M***u,5,Dapet harga lumayan minim walaupun aga lama pengirimannyaa tapi sangaattt puass pas paketnya sampee... Hhuhuhiu lucuuu sangaatttt
Glad2Glow Brightening Lip Serum,F***e,5,"Bahan: belum tahu, soalnya baru pertama kali coba Manfaat produk: pewarna bibir Jenis kulit: apa saja"
Glad2Glow Brightening Lip Serum,K***j,5,Mksh brng ku udah smpai keren ah love dah🤩🤩🤩 Bahan: MNtap Manfaat produk: Suka
Glad2Glow Brightening Lip Serum,Q***z,5,"MasyaAllah Tabarakallah,nih Ownernya niat banget menyenangkan hati pembelinya🥰kemasanya Cantik poll (Cewek Banget)kelihatan Mewah sekali🥳 Sukses selalu utk Semuanya Aamiin"
Glad2Glow Brightening Lip Serum,U***k,5,"Lucuuuu lip serum'x,,, suka banget, gak sia² cek out langsung 2 picis🤗🤗🤗"
Glad2Glow Brightening Lip Serum,E***b,5,Sukaa banget sama packaging nyaa...lucuu Harum berry juga🥰🥰 Cocok diaku yg bibir gelap Jenis kulit: Kuning langsat Manfaat produk: Untuk melembabkan bibir dan mencerahkan Bahan: Bagusss
